Animal,ID,Frame,Width,Length,Height_Centroid,Height_average,Volume,Real
145,1715776256,10,129.0348790056394,368.13584449222,1238.2671,1221.5024734266551,46413429.482792266,382
145,1715776256,100,132.24220203853233,353.6848880006043,1276.3518,1217.3262755256544,47217651.57508856,382
145,1715776256,115,127.0,401.0,1225.5746,1242.2845698205506,49892632.89313258,382
145,1715776256,130,125.32358118087753,363.9299383123076,1265.7421,1265.8380494133712,46003086.39178047,382
145,1715776256,145,127.76932339180638,370.1675296402968,1338.8013,1274.9386631221562,48083036.74098911,382
145,1715776256,25,130.01538370516005,342.03654775476843,1270.0735,1214.297542535165,45323655.775124975,382
145,1715776256,40,128.09761902549164,351.27909132198573,1183.5524,1198.514883248669,43998679.87894201,382
145,1715776256,55,129.0968628588627,311.2715855968868,1198.063,1227.823039903806,40661815.612494506,382
145,1715776256,70,132.0,330.0,1258.4971,1223.3634113992723,44378731.111919776,382
145,1715776256,85,133.0,306.0,1281.4764,1216.827259007038,43420047.083148405,382
146,1712330745,0,129.0,366.0,1233.341,1176.3603985133147,44555826.45409023,315
146,1712330745,105,131.24404748406687,309.5238278388273,1148.3556,1182.7374923680927,40337262.17721377,315
146,1712330745,120,138.0,317.0,1199.2205,1171.833370218052,40964950.95608268,315
146,1712330745,135,126.4792473095883,318.14776441144454,1219.9083,1161.105917098825,38629993.86187844,315
146,1712330745,15,126.03570922560004,298.08220342717544,1231.5582,1175.6644366033145,38503010.298758514,315
146,1712330745,30,129.0,305.0,1209.0132,1170.7472953947272,39258669.05647198,315
146,1712330745,45,131.68523075880606,316.9684526889072,1243.9624,1197.2849993051543,40311388.64160517,315
146,1712330745,60,136.6235704408284,353.9901128562774,1225.0945,1205.5607113502208,44299533.89927474,315
146,1712330745,75,135.0,317.0,1236.9521,1195.5267384867077,41421414.90834903,315
146,1712330745,90,123.00406497347964,350.0,1221.4479,1187.4097563972537,41505908.0348655,315
146,1715776516,10,123.00406497347964,288.0,1189.791,1156.685928510487,35421193.18877665,306
146,1715776516,100,117.0,265.0,1148.4163,1163.247068298709,32155638.70898144,306
146,1715776516,115,125.39936203984452,268.8215021161812,1206.8053,1164.004043544119,34426583.591860816,306
146,1715776516,130,115.0,270.0,1188.2579,1160.1423690919378,31018726.52241111,306
146,1715776516,145,114.0,321.0,1186.6246,1165.2061030315986,34927052.93837212,306
146,1715776516,25,127.0,309.0,1190.6299,1157.9660228138916,36167910.756568976,306
146,1715776516,40,128.56126943990557,266.1766330841233,1176.6156,1160.549684158526,34218807.43741396,306
146,1715776516,55,123.03657992645928,278.08811553175013,1201.5044,1167.600321188714,33113145.10891158,306
146,1715776516,70,119.03780911962384,273.1483113621609,1149.373,1171.9067623471897,34011078.056840524,306
146,1715776516,85,123.0,325.0,1231.5048,1160.4497009283389,38141660.7701128,306
148,1712326851,0,137.93114224133723,356.36638449775256,1297.0897,1228.4575121313155,47936869.03838743,345
148,1712326851,105,140.0,348.0,1252.1964,1230.370602319617,47695316.39891993,345
148,1712326851,120,160.0,318.0,1344.1091,1259.0605195824714,52572071.99516625,345
148,1712326851,135,127.0,357.0,1310.3304,1247.1986006091186,47729043.24671084,345
148,1712326851,15,127.0,361.0,1300.0958,1234.5484759692704,46911607.53835617,345
148,1712326851,30,135.0,371.0,1324.0265,1232.4435603918903,50255351.062100455,345
148,1712326851,45,127.06297651164952,345.1753177734468,1337.8894,1204.3275638912571,44128970.596103705,345
148,1712326851,60,108.2266141020775,293.5523803344132,1189.5587,1195.0092052521795,31895990.697385583,345
148,1712326851,75,137.05838172107534,327.1528694662481,1267.6866,1197.5242551727183,45103553.54682517,345
148,1712326851,90,129.1394595001853,329.34176777323586,1246.2876,1219.3065452552332,40808970.76314724,345
148,1715776943,10,128.3160161476345,357.0224082603219,1210.2113,1182.670976889333,44464880.71810897,353
148,1715776943,100,129.2478239662084,319.49491388752966,1235.3256,1213.5304457223656,39733413.853841744,353
148,1715776943,115,133.5065541462291,346.23691311008423,1262.7919,1205.135933241443,45413137.37233751,353
148,1715776943,130,141.088624630053,325.2214630063644,1230.9757,1190.5900147617322,45579357.53512289,353
148,1715776943,145,142.0,335.0,1249.1022,1206.571354873107,46624330.2950067,353
148,1715776943,25,143.01398533010678,332.53721596236414,1287.4534,1217.1606726670402,46719495.25965227,353
148,1715776943,40,127.3459854098275,335.9434476217686,1230.8796,1203.7460535710595,40036593.741773486,353
148,1715776943,55,127.12198865656563,290.3687310989253,1291.8943,1222.5819842701549,34655308.92612164,353
148,1715776943,70,137.03284277865654,346.07080200444534,1254.5391,1212.9323742310803,45095612.74153704,353
148,1715776943,85,125.0,371.0,1268.9773,1205.987456758788,45456079.22015256,353
14,1712330442,100,132.03408650799233,392.0624950183325,1321.9362,1297.1048662760995,55198297.58437884,352
14,1712330442,105,128.09761902549164,362.27061708065696,1339.206,1283.6251473981345,49198784.64947594,352
14,1712330442,120,132.1854757528224,385.4205495299907,1312.458,1302.8746450470587,54544847.0148959,352
14,1712330442,135,130.24592124131948,378.6990889875496,1374.1066,1299.4709850200531,52991127.298132464,352
14,1712330442,140,131.0953851209111,386.2188498765952,1355.4662,1293.4500924521162,54483998.24435984,352
14,1712330442,45,133.0,385.0,1381.6051,1282.9178973203434,55414355.65685569,352
14,1712330442,60,130.06152390311286,377.190933082968,1332.1986,1274.692718123546,52359278.08964258,352
14,1712330442,70,132.24220203853233,387.6248186068586,1316.397,1279.6957324010862,54261658.44527165,352
14,1712330442,75,130.09611831257686,373.3014867369269,1358.455,1280.304977146906,52843307.62676137,352
14,1712330442,90,130.034610777285,372.1088550411022,1319.4624,1279.7819660893454,52654069.43081319,352
152,1712326776,0,124.4025723206719,384.0963420809941,1315.6997,1251.9570289016897,46884538.77533985,340
152,1712326776,105,121.6552506059644,389.80123139877327,1212.6522,1238.6891114796265,48405493.09839952,340
152,1712326776,120,124.95199078045935,379.9539445774975,1234.9244,1238.2528492740169,47067229.05375549,340
152,1712326776,135,119.23925528113634,371.6517186829626,1239.6316,1232.5526549540295,45728936.051448606,340
152,1712326776,15,124.67958934805648,345.77593901253454,1318.4108,1236.4066221926091,43200047.37940911,340
152,1712326776,30,128.1327436684316,334.90297102295165,1297.4213,1246.809504768167,44068481.9460297,340
152,1712326776,45,125.92855117089212,353.82481541011225,1304.0542,1248.846438671087,44888536.39159341,340
152,1712326776,60,128.08200498118384,357.5933444570802,1329.3647,1240.64958861966,44121221.32008174,340
152,1712326776,75,124.1974234837422,362.4982758579688,1255.9017,1220.6376550983064,44436093.19619865,340
152,1712326776,90,127.0,385.0,1247.5243,1216.5577062722566,48627028.07740783,340
153,1715777544,10,143.0,382.0,1328.4642,1287.925902158354,58336603.7382614,403
153,1715777544,100,142.0,421.0,1282.3074,1279.9268566357705,58227712.48893099,403
153,1715777544,115,144.0,391.0,1255.0427,1278.8175176146362,56118349.12548331,403
153,1715777544,130,144.0,396.0,1306.0052,1281.7742184247368,56704409.64889143,403
153,1715777544,145,149.164338901763,327.3438559069041,1302.6294,1286.00859727051,52105210.33560892,403
153,1715777544,25,142.0,406.0,1331.3475,1279.5290777949358,60157059.59252916,403
153,1715777544,40,143.0,423.0,1326.6952,1281.5619045351125,60150107.98935583,403
153,1715777544,55,145.0551619212498,414.1738765301356,1305.4508,1273.398178987096,59955406.46124949,403
153,1715777544,70,146.00342461736986,414.0,1257.1089,1291.8989219791508,59662476.01484162,403
153,1715777544,85,142.0,403.0,1241.297,1284.823131830977,57792629.292888455,403
154,1712330702,0,127.09838708654016,385.2920969861697,1294.6033,1260.4061750494736,52105191.2765461,384
154,1712330702,105,135.2368293032634,330.5465171500072,1291.2413,1297.6757251658494,43761518.47976772,384
154,1712330702,120,137.71347065556077,393.0407103596268,1364.4458,1292.0061526735738,57349569.104875445,384
154,1712330702,135,145.0,371.0,1349.182,1297.111844536648,54937875.06350466,384
154,1712330702,15,135.1332675546625,366.2676616901907,1325.7878,1278.7043909680026,52371895.74087692,384
154,1712330702,30,138.27870407260838,390.3280671435248,1370.274,1280.5373184404154,57155502.671269216,384
154,1712330702,45,138.13037319865606,382.3780851461025,1354.1445,1303.3980392750095,56491877.81825725,384
154,1712330702,60,141.1736519326464,387.516451263685,1429.3668,1312.103273040789,55740771.24531839,384
154,1712330702,75,129.0,372.0,1385.8768,1316.3684370199055,50551180.71843853,384
154,1712330702,90,146.16771189288008,368.4399544023422,1317.2334,1294.772318079181,52710181.069003575,384
154,1715776598,10,144.3606594609487,363.2327077783608,1387.0044,1313.0071867587706,55919663.07686866,392
154,1715776598,100,137.2953021774598,404.9012225222344,1362.6604,1306.406171232277,57072966.40262447,392
154,1715776598,115,136.82470537150812,380.2170432792302,1360.5966,1306.4480381511776,53857013.92474356,392
154,1715776598,130,128.2497563350512,424.9235225308197,1314.7422,1303.8189986470727,56523161.22934868,392
154,1715776598,145,131.7459676802292,354.8309456628607,1380.2646,1302.2899151349798,52477074.42027927,392
154,1715776598,25,139.51702405083043,370.2998784768907,1449.8822,1317.7381826374803,56109291.81670435,392
154,1715776598,40,142.42541907960108,370.2175036380641,1415.8405,1323.8547998682882,56067898.48402197,392
154,1715776598,55,144.08677940741129,402.318281960937,1384.7957,1311.3249988393454,62421692.59475128,392
154,1715776598,70,135.0148140020198,392.03188645823184,1327.236,1287.0724344090393,55853795.363614544,392
154,1715776598,85,141.1523999087511,416.7793181049175,1368.8104,1292.1198353297773,58990438.96214458,392
155,1712327019,0,121.0,331.0,1233.4681,1206.572556440704,39625049.32606908,289
155,1712327019,105,118.59595271340416,277.0,1257.6118,1231.0744862927356,31547514.78573732,289
155,1712327019,120,120.14990636700472,289.3890115398302,1275.7548,1205.3375205998152,32714065.64659957,289
155,1712327019,135,125.15989773086264,279.5943490129942,1293.3038,1228.9874200807162,34008539.88847365,289
155,1712327019,15,124.25779653607252,305.6550343115585,1259.3185,1202.0033194658563,36834189.72171103,289
155,1712327019,30,125.25573839150046,303.65934861288235,1229.7733,1195.6703870916897,36258704.48855518,289
155,1712327019,45,126.8897158953396,277.96582523756405,1278.0212,1209.8982248933053,33433117.648476742,289
155,1712327019,60,142.28492541376264,194.3707796969493,1264.4167,1199.5326367788566,26862333.868025605,289
155,1712327019,75,153.0,185.0,1262.9302,1215.6783270017213,28290050.347657148,289
155,1712327019,90,130.18832512940628,281.3485382936972,1201.6184,1218.378206460236,33432297.9852688,289
156,1712325301,0,132.09466302617983,346.2080299473136,1294.9329,1271.4984680392108,46189724.84846,348
156,1712325301,105,134.72935834479432,373.8355253316624,1276.7941,1265.5531019941006,50885359.12497826,348
156,1712325301,120,137.17871555019022,359.4509702309899,1295.2103,1277.0034405673043,50723853.66277434,348
156,1712325301,135,132.0,375.0,1261.4631,1268.054425253193,48943096.65149771,348
156,1712325301,15,133.0,358.0,1242.027,1254.340256536719,48162902.830240384,348
156,1712325301,30,134.0,375.0,1294.0846,1263.0090206716266,50169244.31911822,348
156,1712325301,45,135.0,398.0,1299.1873,1260.0097425159097,53153510.98803383,348
156,1712325301,60,132.0,386.0,1295.0889,1266.510902903985,50232355.43097812,348
156,1712325301,75,137.0,369.0,1262.5247,1259.50644290146,50338694.00344281,348
156,1712325301,90,132.0,376.0,1321.8022,1263.8249242506186,49947624.83130892,348
156,1715778449,10,124.16923934694935,392.7301872787474,1259.8698,1228.7124952941317,46988423.24503847,340
