Animal,ID,Frame,Width,Length,Height_Centroid,Height_average,Volume,Real,Peso_estimado
38,1734630620,3,142.0,436.0,1347.906,1368.4253875757688,66750421.98055982,351,383.59999999999997
38,1734630620,4,142.0,441.0,1379.518,1399.0857413439255,70408989.93311591,351,383.59999999999997
38,1734630620,5,150.0,452.0,1371.2136,1386.432790797765,72324652.96476927,351,406.0
32,1734630390,0,146.11296999240005,415.2168108350143,3060.0,1389.868002705478,65685161.80786782,375,395.11631597872014
32,1734630390,1,144.9310180741169,425.57490527520537,3060.0,1395.8285783948045,66310232.445236914,375,391.80685060752734
32,1734630390,2,146.98639392814562,431.7406628984581,1284.3833,1388.3352889885964,67312048.15131685,375,397.5619029988077
32,1734630390,3,149.254815667703,421.0855020064215,1291.63,1402.4448821281596,68610408.52347507,375,403.91348386956844
32,1734630390,4,147.31259280862582,423.869083562366,1290.6852,1372.0002079729163,66188034.03303066,375,398.4752598641523
32,1734630390,5,149.4590244849738,432.90299144265566,1285.2334,1372.8608575468606,67598295.76476777,375,404.48526855792664
16,1734629659,0,142.86357128393507,449.3039060591394,3060.0,1349.2403365264329,65863167.0275432,367,386.0179995950182
16,1734629659,1,136.33048081775402,457.3598145880331,3060.0,1348.6940663223345,65500676.02501227,367,367.72534628971124
16,1734629659,2,136.194713553794,457.3598145880331,1329.9552,1331.9713210688606,64639236.240154274,367,367.3451979506232
16,1734629659,3,139.5886814895821,459.518225971506,1340.533,1335.2673122437718,65142351.0951211,367,376.8483081708298
16,1734629659,4,139.44174410842686,463.1684358848301,1376.9713,1349.0498066253797,66533787.41294839,367,376.4368835035952
16,1734629659,5,142.27438279606065,455.10658092363377,1389.4034,1376.4771455311418,67633204.54567483,367,384.3682718289698
17,1734629693,0,142.0,438.0,1289.6115,1355.0270576962278,65736427.65002615,373,383.59999999999997
17,1734629693,1,142.0,422.0,1302.5039,1388.5214037009434,66775382.825373895,373,383.59999999999997
17,1734629693,2,142.0,422.0,3060.0,1408.5936277440458,67711095.68566932,373,383.59999999999997
17,1734629693,3,140.0,430.0,3060.0,1435.3554384686324,68215267.21322775,373,378.0
17,1734629693,4,150.0,422.0,3060.0,1415.8652093166008,67454650.30224884,373,406.0
17,1734629693,5,150.0,420.0,3060.0,1410.4883022675604,67470707.93897337,373,406.0
13,1734629542,0,142.0,382.0,1269.7068,1264.5032047957468,53181211.28409205,309,383.59999999999997
13,1734629542,1,139.08630414242805,394.5592477689504,1267.0035,1267.813503350087,54759400.83669964,309,375.4416515987985
13,1734629542,2,146.37281168304446,390.7492802296634,1277.939,1290.6667995500738,57508240.58755217,309,395.84387271252444
13,1734629542,3,147.763324272297,404.18807503438296,1318.6085,1322.5439048781907,61441422.18893056,309,399.7373079624316
13,1734629542,4,142.0,404.0,1395.4739,1379.936415110879,64688659.26757574,309,383.59999999999997
13,1734629542,5,140.0,418.0,1435.0922,1417.7042745854308,68889086.11066067,309,378.0
9,1734629366,0,142.0,438.0,3060.0,1359.158301156075,63688798.83388204,355,383.59999999999997
9,1734629366,1,142.0,427.0,3060.0,1347.296276035755,64449264.66045493,355,383.59999999999997
9,1734629366,2,150.0,436.0,1200.745,1313.7987208790073,63208170.26019659,355,406.0
24,1734629924,0,142.0,374.0,1200.0664,1199.967330887469,49903041.38961525,0,383.59999999999997
24,1734629924,1,140.0,382.0,1217.0583,1205.6547713300638,50039495.62927956,0,378.0
24,1734629924,2,140.0,378.0,1231.074,1221.2331617352452,51163563.31089924,0,378.0
24,1734629924,3,140.0,390.0,1256.9927,1254.6838379425913,53601348.240741104,0,378.0
24,1734629924,4,140.0,380.0,1276.4762,1273.476479740692,54923767.09473856,0,378.0
24,1734629924,5,142.0,390.0,1294.1061,1289.6793476235648,56794899.11065045,0,383.59999999999997
5,1734629259,0,131.59407281484982,400.6656960609431,1287.4376,1296.6803480944277,52848800.94728734,301,354.4634038815795
5,1734629259,1,135.14806694880988,392.3187479588504,1291.7916,1297.3239555970129,53187687.53156414,301,364.4145874566677
5,1734629259,2,135.32922818075923,391.8596687591108,1297.2197,1304.7841364643582,53697086.35205622,301,364.9218389061258
5,1734629259,3,133.5065541462291,388.5061132080163,1295.9707,1302.1176814536082,53679801.417923,301,359.81835160944144
5,1734629259,4,138.2931668593933,398.8295375219844,1301.4669,1316.749268758456,55693227.07140603,301,373.2208672063012
5,1734629259,5,133.82077566656082,389.2968019390861,1312.6742,1327.3208806466082,55350608.04384005,301,360.6981718663703
3,1734629197,0,132.00378782444085,414.0,1262.6268,1291.4042871536942,55866149.46227509,329,355.61060590843437
3,1734629197,1,132.0,402.0,1257.6346,1293.493202703501,55759904.98214797,329,355.59999999999997
3,1734629197,2,134.00373129133382,410.0,1268.1016,1297.224931027694,56373503.82767465,329,361.21044761573467
3,1734629197,3,142.0,402.0,1291.005,1294.41110955893,56238279.47700973,329,383.59999999999997
3,1734629197,4,134.0,412.0,1269.6295,1298.7714126298322,56435514.19300167,329,361.2
3,1734629197,5,132.0,414.0,1268.6084,1317.974714253575,57706204.88887534,329,355.59999999999997
1,1734629131,0,150.0,418.0,1263.2389,1294.453452893585,63731121.29976782,396,406.0
1,1734629131,1,147.10540438746634,415.1445531378197,1273.8436,1287.8225885459417,62890816.11163303,396,397.89513228490574
1,1734629131,2,146.11296999240005,425.19172146221285,1256.8007,1314.8711333344952,64189378.98712573,396,395.11631597872014
1,1734629131,3,147.50254235097103,418.32523232528064,1263.1947,1328.6627097616956,65301114.8593807,396,399.0071185827189
1,1734629131,4,150.0,422.0,1272.0597,1311.56909865464,65216461.861500256,396,406.0
1,1734629131,5,150.0,420.0,1279.9268,1309.7497407921574,65085393.86918032,396,406.0
28,1734630209,0,130.6981254647518,402.613959022784,1288.5942,1273.308845199197,52629674.498614185,305,351.954751301305
28,1734630209,1,132.01893803541975,402.1392793548026,1283.8137,1269.681046221365,52486075.08870999,305,355.65302649917527
28,1734630209,2,132.01893803541975,399.0112780360976,1286.1171,1285.930174199953,53378961.53103951,305,355.65302649917527
28,1734630209,3,132.01893803541975,417.0875207915001,1287.7576,1285.3228195922866,54348590.103643626,305,355.65302649917527
28,1734630209,4,132.83448347473634,422.3481975810954,1295.9548,1291.7397151291975,55130159.30200604,305,357.93655372926173
28,1734630209,5,134.0,428.0,1307.2091,1304.3087646623967,55002700.60580599,305,361.2
22,1734629876,0,134.0,398.0,1237.1621,1313.6043569188628,55130661.25553885,355,361.2
22,1734629876,1,134.0,390.0,1212.6946,1318.3072087563935,54305028.85029524,355,361.2
22,1734629876,2,126.0,405.0,1218.3583,1314.040217649094,54335562.99977881,355,338.79999999999995
22,1734629876,3,128.3160161476345,409.1760012512953,1219.2208,1347.4312562337495,57263133.52742455,355,345.2848452133766
22,1734629876,4,127.39309243440164,417.2289539329696,1254.1259,1336.1726995770896,58031316.51533664,355,342.70065881632456
22,1734629876,5,135.94484175576503,409.93901985539264,1269.6508,1340.3680273830869,59363559.56477661,355,366.645556916142
21,1734629847,0,134.0,422.0,1235.3002,1236.024835335386,54650838.094357,364,361.2
21,1734629847,1,132.0,414.0,1255.6177,1250.141611464256,54973727.22252755,364,355.59999999999997
21,1734629847,2,142.0,418.0,1261.5156,1258.1172438330716,56261745.026968665,364,383.59999999999997
21,1734629847,3,150.00333329629711,410.0,1271.4037,1266.2070274554806,57584563.1946192,364,406.0093332296319
21,1734629847,4,150.0,412.0,1263.2793,1265.6318739019482,57892533.17601968,364,406.0
21,1734629847,5,150.0,414.0,1248.2155,1270.7941778390666,58456532.18060008,364,406.0
2,1734629166,0,143.85061696079026,396.042926966257,1286.9935,1279.155107324125,54504799.123079374,343,388.7817274902127
2,1734629166,1,150.0,394.0,1304.4934,1290.6138190945985,56617937.62985802,343,406.0
2,1734629166,2,150.0,390.0,1311.9683,1294.499787413261,57175466.61046677,343,406.0
2,1734629166,3,150.0,388.0,1309.3156,1303.932525781632,56949253.06351752,343,406.0
2,1734629166,4,145.13442045221387,395.80045477487766,1307.6594,1298.9870554592358,55549882.439660005,343,392.3763772661988
2,1734629166,5,143.95138068111746,384.2095782252181,1307.4081,1297.8581612410512,54349108.36013234,343,389.06386590712884
27,1734630185,0,142.0,422.0,1309.9899,1311.4852685145584,62804406.53862968,361,383.59999999999997
27,1734630185,1,134.0,422.0,1303.8862,1310.7658771714057,60216584.39725935,361,361.2
27,1734630185,2,134.0,414.0,1293.8003,1314.241599322685,60096325.61223104,361,361.2
27,1734630185,3,132.0,406.0,1286.6039,1308.7785182752827,59006279.49643783,361,355.59999999999997
27,1734630185,4,142.0,406.0,1286.9335,1315.2440911237825,60695884.31717759,361,383.59999999999997
27,1734630185,5,144.01388821915754,408.6967090643134,1290.0166,1313.75788612847,61076604.12611403,361,389.2388870136411
27,1734630185,6,157.4960316960399,441.7804884781581,1323.1304,1326.9904880188965,65781572.4720692,361,426.9888887489117
25,1734629947,0,142.0,420.0,3060.0,1354.3343449011938,65643231.36300404,397,383.59999999999997
25,1734629947,1,134.0,438.0,3060.0,1357.3788861368669,66453198.1286016,397,361.2
25,1734629947,2,142.0,444.0,1295.8356,1365.6026329480865,68920599.28226404,397,383.59999999999997
25,1734629947,3,142.0,454.0,1296.4545,1342.8198479556108,69392901.2827909,397,383.59999999999997
25,1734629947,4,148.0,454.0,1290.9785,1369.2404152095512,71948106.8576087,397,400.4
25,1734629947,5,150.0,453.0,1327.8074,1394.827311460399,73909109.57963984,397,406.0
