Peso Real,Peso Predito,Diferença
347,344.89056,2.10943603515625
384,381.01562,2.984375
403,427.43213,-24.43212890625
328,339.67877,-11.67877197265625
289,295.35745,-6.357452392578125
302,294.19376,7.806243896484375
407,350.68182,56.31817626953125
347,330.78592,16.214080810546875
200,217.31755,-17.317550659179688
384,392.9246,-8.924591064453125
252,266.99933,-14.99932861328125
429,445.67386,-16.673858642578125
414,417.16605,-3.166046142578125
289,296.2155,-7.21551513671875
377,361.65048,15.349517822265625
340,343.51367,-3.513671875
245,248.53989,-3.539886474609375
522,506.13892,15.861083984375
384,385.7305,-1.730499267578125
282,274.9388,7.061187744140625
228,262.6257,-34.625701904296875
447,466.55444,-19.554443359375
339,370.475,-31.475006103515625
469,447.38156,21.618438720703125
316,357.60168,-41.6016845703125
320,323.75095,-3.750946044921875
226,239.30438,-13.30438232421875
242,306.40134,-64.40133666992188
356,353.2859,2.714111328125
399,383.40015,15.599853515625
275,265.7705,9.2294921875
389,404.3343,-15.33428955078125
396,376.692,19.308013916015625
338,348.38605,-10.38604736328125
368,373.86942,-5.869415283203125
414,389.4643,24.53570556640625
390,346.37558,43.624420166015625
349,369.0975,-20.097503662109375
411,385.9676,25.03240966796875
304,328.62256,-24.62255859375
340,339.1582,0.841796875
376,369.04794,6.952056884765625
356,336.94263,19.057373046875
347,365.3791,-18.37908935546875
316,314.2647,1.73529052734375
200,258.46826,-58.46826171875
389,434.11078,-45.11077880859375
418,410.38736,7.612640380859375
379,371.36887,7.631134033203125
382,410.4446,-28.444610595703125
379,364.83197,14.16802978515625
351,367.0381,-16.0380859375
379,383.0668,-4.066802978515625
370,373.5936,-3.593597412109375
245,253.38387,-8.383865356445312
392,378.75238,13.24761962890625
396,371.97543,24.024566650390625
231,257.0555,-26.055511474609375
348,356.6281,-8.62811279296875
417,358.78256,58.217437744140625
352,369.64554,-17.645538330078125
408,382.1592,25.840789794921875
357,370.3542,-13.35418701171875
282,274.2024,7.797607421875
340,358.44324,-18.4432373046875
351,358.6174,-7.617401123046875
367,367.95828,-0.958282470703125
382,361.21182,20.788177490234375
289,290.66568,-1.665679931640625
414,405.2639,8.736114501953125
367,366.28586,0.714141845703125
387,378.64798,8.352020263671875
384,370.29727,13.702728271484375
440,455.43085,-15.43084716796875
347,340.5031,6.49688720703125
396,377.2233,18.776702880859375
414,388.59192,25.4080810546875
377,357.71387,19.2861328125
335,336.54337,-1.543365478515625
345,349.39902,-4.399017333984375
384,349.58582,34.4141845703125
355,352.1413,2.85870361328125
228,200.05624,27.943756103515625
406,422.83954,-16.83953857421875
481,431.9012,49.098785400390625
320,342.5365,-22.5364990234375
393,380.81192,12.188079833984375
262,281.03812,-19.038116455078125
401,392.15625,8.84375
306,299.3942,6.605804443359375
275,310.01675,-35.016754150390625
417,374.35397,42.646026611328125
340,340.50247,-0.502471923828125
269,274.41934,-5.419342041015625
345,336.85068,8.149322509765625
345,358.9701,-13.9700927734375
231,238.06508,-7.0650787353515625
271,284.03098,-13.030975341796875
467,463.14807,3.8519287109375
429,404.10306,24.896942138671875
358,355.93677,2.063232421875
414,415.41074,-1.410736083984375
347,349.57373,-2.57373046875
262,262.2056,-0.205596923828125
300,300.85886,-0.858856201171875
403,395.03348,7.966522216796875
377,386.41565,-9.4156494140625
306,276.29578,29.7042236328125
370,368.90707,1.092926025390625
399,384.5501,14.44989013671875
341,347.32263,-6.3226318359375
355,358.6993,-3.699310302734375
328,316.5771,11.42291259765625
340,357.9938,-17.993804931640625
382,417.25986,-35.259857177734375
396,393.73776,2.262237548828125
306,327.70172,-21.70172119140625
367,352.7804,14.2196044921875
226,282.10052,-56.10052490234375
364,376.33582,-12.3358154296875
418,390.99173,27.008270263671875
269,300.86035,-31.8603515625
467,449.7936,17.206390380859375
481,403.2235,77.7764892578125
335,337.07233,-2.07232666015625
353,351.91653,1.083465576171875
347,343.10028,3.89971923828125
224,271.12564,-47.125640869140625
252,264.62698,-12.626983642578125
356,365.9438,-9.94378662109375
379,394.91187,-15.911865234375
227,296.50192,-69.50192260742188
384,372.85645,11.1435546875
440,420.5568,19.443206787109375
328,264.7776,63.222412109375
245,260.84644,-15.846435546875
388,364.829,23.170989990234375
347,335.10773,11.89227294921875
350,370.7416,-20.741607666015625
390,371.45297,18.547027587890625
552,514.7814,37.2186279296875
348,367.1517,-19.151702880859375
399,372.16635,26.833648681640625
353,367.10995,-14.109954833984375
467,465.64685,1.3531494140625
316,351.05515,-35.055145263671875
440,422.29953,17.700469970703125
324,302.54108,21.45892333984375
396,374.4075,21.592498779296875
353,283.82785,69.17214965820312
231,235.57835,-4.5783538818359375
358,363.63696,-5.636962890625
552,514.9758,37.024169921875
304,363.8523,-59.852294921875
359,416.2309,-57.23089599609375
398,382.0103,15.98968505859375
411,376.5227,34.477294921875
353,359.85065,-6.85064697265625
367,314.75214,52.24786376953125
384,364.42053,19.5794677734375
357,366.93475,-9.93475341796875
522,525.4399,-3.43988037109375
358,361.68768,-3.68768310546875
447,445.65155,1.34844970703125
367,361.0925,5.907501220703125
373,380.66675,-7.666748046875
474,459.61182,14.38818359375
447,423.55115,23.4488525390625
396,388.61047,7.3895263671875
360,343.39548,16.604522705078125
300,316.69424,-16.694244384765625
280,244.10457,35.89543151855469
345,355.4509,-10.450897216796875
396,397.06418,-1.064178466796875
320,336.4394,-16.43939208984375
388,370.9418,17.058197021484375
340,360.9203,-20.9202880859375
420,398.7035,21.2965087890625
427,439.4498,-12.449798583984375
355,348.46634,6.533660888671875
320,299.33423,20.665771484375
315,295.54544,19.454559326171875
335,344.66016,-9.66015625
469,462.36813,6.631866455078125
420,377.642,42.358001708984375
255,249.91476,5.085235595703125
398,401.98648,-3.986480712890625
387,364.1322,22.8677978515625
447,428.13226,18.86773681640625
398,396.29755,1.70245361328125
351,353.46326,-2.4632568359375
382,349.81653,32.1834716796875
355,358.42188,-3.421875
408,295.62836,112.37164306640625
376,371.4293,4.570709228515625
224,234.52205,-10.522048950195312
382,384.7949,-2.794891357421875
355,380.79877,-25.79876708984375
345,352.1582,-7.158203125
382,381.09918,0.90081787109375
231,258.47156,-27.4715576171875
227,286.48285,-59.48284912109375
376,374.21146,1.788543701171875
228,223.47958,4.520416259765625
245,266.01562,-21.015625
379,375.19574,3.80426025390625
353,348.7133,4.286712646484375
231,261.6911,-30.69110107421875
356,371.8645,-15.864501953125
341,336.83298,4.167022705078125
496,460.36096,35.6390380859375
399,377.75812,21.24188232421875
223,275.56525,-52.56524658203125
389,376.71048,12.289520263671875
392,366.08954,25.91046142578125
347,340.95386,6.046142578125
411,362.26144,48.738555908203125
280,297.54388,-17.54388427734375
302,336.70584,-34.705841064453125
316,346.3863,-30.38629150390625
350,355.37463,-5.3746337890625
319,368.18137,-49.181365966796875
340,327.1313,12.86871337890625
403,418.13965,-15.1396484375
226,265.84158,-39.841583251953125
427,418.00012,8.9998779296875
324,331.1884,-7.188385009765625
382,388.16174,-6.1617431640625
407,362.1174,44.882598876953125
356,371.9635,-15.9635009765625
338,355.16876,-17.16876220703125
340,350.47867,-10.478668212890625
390,292.6689,97.33108520507812
384,390.98758,-6.987579345703125
376,349.1706,26.82940673828125
382,395.28085,-13.280853271484375
262,251.31273,10.687271118164062
338,271.27182,66.72817993164062
360,350.61838,9.381622314453125
382,382.15726,-0.157257080078125
370,363.28546,6.71453857421875
328,319.8224,8.1776123046875
224,244.22743,-20.227432250976562
390,393.3868,-3.386810302734375
352,345.30234,6.697662353515625
469,448.3666,20.633392333984375
389,385.4865,3.51348876953125
242,279.65402,-37.654022216796875
339,348.6987,-9.698699951171875
552,410.28726,141.71273803710938
382,386.79044,-4.790435791015625
382,344.22244,37.777557373046875
376,372.39078,3.609222412109375
228,342.31796,-114.31796264648438
271,270.33176,0.668243408203125
353,365.8463,-12.8463134765625
463,355.4936,107.50640869140625
389,379.1968,9.803192138671875
440,421.2222,18.777801513671875
481,397.06778,83.93222045898438
353,336.7671,16.23291015625
271,277.10574,-6.105743408203125
349,361.11182,-12.11181640625
407,381.85623,25.143768310546875
356,407.94156,-51.941558837890625
390,386.75064,3.249359130859375
315,335.5279,-20.52789306640625
295,349.24277,-54.242767333984375
396,421.24466,-25.244659423828125
302,308.2433,-6.2432861328125
289,360.08383,-71.08383178710938
418,392.44772,25.552276611328125
340,337.79135,2.208648681640625
423,433.97375,-10.9737548828125
341,347.01578,-6.015777587890625
339,373.64694,-34.646942138671875
379,366.33542,12.664581298828125
280,251.37091,28.62908935546875
