Peso Real,Peso Predito,Diferença
340,335.8832,4.116790771484375
389,417.7813,-28.78131103515625
353,372.4636,-19.463592529296875
329,347.67374,-18.673736572265625
411,357.80087,53.199127197265625
474,438.87192,35.128082275390625
379,364.2283,14.771697998046875
406,428.83163,-22.831634521484375
364,379.38974,-15.389739990234375
355,338.45575,16.54425048828125
396,380.83057,15.16943359375
302,333.78583,-31.78582763671875
302,345.8443,-43.84429931640625
340,349.37384,-9.37384033203125
200,231.86098,-31.860977172851562
347,343.26297,3.737030029296875
447,445.60107,1.39892578125
338,325.6383,12.3616943359375
382,346.13965,35.8603515625
340,341.7051,-1.705108642578125
320,316.63135,3.36865234375
367,358.6613,8.338714599609375
324,290.6931,33.306884765625
368,345.44678,22.55322265625
379,379.90622,-0.906219482421875
329,340.46286,-11.462860107421875
370,363.54855,6.451446533203125
450,455.69077,-5.690765380859375
300,335.28964,-35.289642333984375
347,348.1292,-1.12921142578125
356,369.53546,-13.53546142578125
282,269.58704,12.4129638671875
315,287.1204,27.879608154296875
463,356.11835,106.88165283203125
361,363.4127,-2.412689208984375
289,357.8657,-68.86569213867188
320,337.46875,-17.46875
339,371.40866,-32.408660888671875
348,360.81555,-12.8155517578125
350,352.9584,-2.958404541015625
340,343.61224,-3.61224365234375
360,362.8455,-2.845489501953125
304,345.78976,-41.789764404296875
408,380.92264,27.077362060546875
389,363.06198,25.938018798828125
346,374.8693,-28.869293212890625
350,363.25626,-13.256256103515625
224,238.48897,-14.488967895507812
271,277.93344,-6.933441162109375
347,329.5532,17.446807861328125
359,357.7169,1.283111572265625
245,259.4144,-14.414398193359375
447,422.9805,24.019500732421875
351,362.9742,-11.974212646484375
262,259.0082,2.991790771484375
429,387.3711,41.62890625
382,377.52795,4.4720458984375
396,387.5174,8.48260498046875
200,214.4372,-14.43719482421875
340,350.63953,-10.6395263671875
228,305.5019,-77.50189208984375
358,359.0996,-1.099609375
379,393.18076,-14.180755615234375
348,409.7306,-61.7305908203125
302,349.1953,-47.1953125
271,304.8488,-33.848785400390625
245,254.44954,-9.449539184570312
