Peso Real,Peso Predito,Diferença
340,330.80112,9.198883056640625
389,384.09607,4.9039306640625
353,356.35745,-3.357452392578125
329,316.65482,12.345184326171875
411,398.7495,12.25048828125
474,482.4774,-8.477386474609375
379,375.9504,3.049591064453125
406,421.5974,-15.597412109375
364,367.18008,-3.180084228515625
355,355.0059,-0.005889892578125
396,371.34415,24.655853271484375
302,315.6021,-13.60211181640625
302,313.09375,-11.09375
340,358.6743,-18.674285888671875
200,214.87874,-14.878738403320312
347,339.77768,7.222320556640625
447,451.1923,-4.192291259765625
338,342.77234,-4.7723388671875
382,360.4975,21.50250244140625
340,351.6218,-11.621795654296875
320,309.6074,10.392608642578125
367,364.49182,2.5081787109375
324,318.70566,5.294342041015625
368,357.51462,10.485382080078125
379,386.02115,-7.021148681640625
329,332.4963,-3.496307373046875
370,357.7879,12.21209716796875
450,415.96936,34.0306396484375
300,282.04465,17.955352783203125
347,353.3463,-6.3463134765625
356,356.22775,-0.227752685546875
282,280.203,1.7969970703125
315,306.8867,8.113311767578125
463,441.0397,21.960296630859375
361,349.4909,11.50909423828125
289,333.40088,-44.40087890625
320,322.03726,-2.037261962890625
339,354.8857,-15.885711669921875
348,347.8668,0.133209228515625
350,364.02222,-14.022216796875
340,364.503,-24.50299072265625
360,361.5805,-1.58050537109375
304,324.35843,-20.358428955078125
408,378.2596,29.740386962890625
389,398.2113,-9.2113037109375
346,363.6196,-17.619598388671875
350,331.48892,18.511077880859375
224,232.4286,-8.428604125976562
271,264.4524,6.547607421875
347,357.94583,-10.945831298828125
359,354.07285,4.927154541015625
245,247.27048,-2.270477294921875
447,457.40274,-10.402740478515625
351,360.5325,-9.532501220703125
262,269.05536,-7.05535888671875
429,412.67834,16.3216552734375
382,394.95294,-12.95294189453125
396,392.01865,3.981353759765625
200,208.315,-8.31500244140625
340,342.3176,-2.317596435546875
228,264.89938,-36.899383544921875
358,353.61502,4.384979248046875
379,369.49814,9.501861572265625
348,339.35623,8.643768310546875
302,318.97415,-16.974151611328125
271,273.901,-2.9010009765625
245,245.81128,-0.811279296875
373,370.48285,2.51715087890625
382,382.07776,-0.0777587890625
367,373.706,-6.70599365234375
408,379.02612,28.973876953125
341,351.76715,-10.76715087890625
364,363.05563,0.944366455078125
377,359.35352,17.646484375
356,354.22302,1.7769775390625
252,231.99693,20.003067016601562
245,258.61267,-13.6126708984375
275,288.54303,-13.54302978515625
396,378.59314,17.4068603515625
399,376.41025,22.589752197265625
373,369.80673,3.193267822265625
406,421.17032,-15.170318603515625
304,313.0539,-9.05389404296875
356,343.44684,12.55316162109375
388,385.1011,2.898895263671875
406,378.3279,27.672088623046875
447,440.73206,6.2679443359375
552,528.6121,23.38787841796875
388,367.59708,20.402923583984375
393,377.36234,15.637664794921875
302,302.0247,-0.024688720703125
324,334.19223,-10.192230224609375
361,364.61612,-3.616119384765625
348,356.6264,-8.62640380859375
379,380.88824,-1.88824462890625
352,345.1279,6.872100830078125
357,360.2965,-3.2965087890625
408,388.82208,19.17791748046875
302,315.00665,-13.00665283203125
319,313.36206,5.637939453125
379,376.40756,2.592437744140625
377,363.1002,13.899810791015625
398,398.27707,-0.277069091796875
384,407.35214,-23.352142333984375
316,317.91537,-1.915374755859375
388,373.11688,14.88311767578125
304,304.81122,-0.81121826171875
353,370.93134,-17.93133544921875
355,352.67166,2.328338623046875
389,391.2488,-2.248809814453125
345,347.82248,-2.822479248046875
282,273.8617,8.1383056640625
227,231.62492,-4.6249237060546875
382,379.1604,2.839599609375
403,397.24954,5.750457763671875
348,351.31113,-3.311126708984375
353,350.67755,2.32244873046875
390,396.9708,-6.970794677734375
411,423.42462,-12.42462158203125
382,380.89066,1.109344482421875
328,334.1042,-6.10418701171875
328,321.34363,6.6563720703125
340,369.763,-29.76300048828125
411,381.69223,29.307769775390625
389,385.3595,3.6405029296875
349,352.8504,-3.85040283203125
357,363.12003,-6.120025634765625
403,390.78586,12.214141845703125
552,456.4048,95.59521484375
384,402.39633,-18.396331787109375
474,452.73056,21.269439697265625
469,468.1405,0.8594970703125
339,340.072,-1.071990966796875
242,270.5666,-28.56658935546875
382,368.3233,13.67669677734375
282,277.19077,4.809234619140625
370,357.94467,12.055328369140625
418,403.97192,14.028076171875
242,237.28477,4.7152252197265625
396,383.79886,12.201141357421875
328,329.90475,-1.904754638671875
373,370.91046,2.08953857421875
403,397.7105,5.28948974609375
347,350.7826,-3.7825927734375
348,357.84488,-9.844879150390625
273,254.02133,18.978668212890625
328,325.42328,2.57672119140625
417,378.05066,38.9493408203125
252,230.53609,21.463912963867188
392,388.05197,3.948028564453125
376,383.0834,-7.083404541015625
245,233.29822,11.7017822265625
302,316.39008,-14.39007568359375
289,289.07397,-0.073974609375
226,248.5701,-22.570098876953125
341,353.43616,-12.4361572265625
242,248.28755,-6.2875518798828125
338,343.2997,-5.299713134765625
399,386.42087,12.579132080078125
226,246.24686,-20.246856689453125
269,265.4678,3.532196044921875
387,392.0975,-5.097503662109375
382,383.77237,-1.772369384765625
396,396.08466,-0.08465576171875
420,408.03064,11.9693603515625
440,431.9061,8.093902587890625
349,362.67963,-13.67962646484375
324,344.89474,-20.894744873046875
302,303.60757,-1.607574462890625
379,380.45087,-1.45086669921875
340,347.17148,-7.171478271484375
356,347.6084,8.3916015625
339,352.59695,-13.596954345703125
351,368.3643,-17.364288330078125
345,335.98453,9.015472412109375
522,510.31778,11.682220458984375
304,312.89008,-8.89007568359375
522,503.51907,18.480926513671875
414,406.1453,7.854705810546875
429,418.17126,10.8287353515625
373,366.3386,6.661407470703125
353,360.14902,-7.149017333984375
368,377.98627,-9.98626708984375
360,366.8063,-6.806304931640625
460,434.9857,25.014312744140625
359,365.5858,-6.585784912109375
382,388.7061,-6.706085205078125
350,349.74872,0.25128173828125
348,347.1504,0.849609375
364,353.60983,10.390167236328125
496,469.65344,26.3465576171875
367,363.52933,3.470672607421875
387,393.99017,-6.99017333984375
224,235.04562,-11.045623779296875
367,353.53268,13.467315673828125
231,240.43884,-9.4388427734375
481,490.1447,-9.14471435546875
255,253.5663,1.4337005615234375
262,274.1864,-12.1864013671875
379,386.65976,-7.659759521484375
367,370.34293,-3.342926025390625
228,248.5081,-20.508102416992188
389,395.08932,-6.089324951171875
289,291.96664,-2.966644287109375
319,325.86398,-6.863983154296875
295,317.7723,-22.772308349609375
401,396.28137,4.7186279296875
338,327.1525,10.847503662109375
384,389.13095,-5.130950927734375
328,327.14676,0.853240966796875
289,316.29074,-27.290740966796875
349,366.03625,-17.0362548828125
347,347.93167,-0.931671142578125
360,355.28888,4.71112060546875
365,381.20224,-16.202239990234375
289,305.55573,-16.55572509765625
373,350.01385,22.98614501953125
370,364.32452,5.67547607421875
361,353.98105,7.018951416015625
306,297.68088,8.319122314453125
227,225.22388,1.776123046875
351,368.50436,-17.504364013671875
300,291.0424,8.957611083984375
377,371.0429,5.95709228515625
414,426.6288,-12.628814697265625
242,244.24579,-2.24578857421875
228,242.818,-14.8179931640625
399,388.4228,10.57720947265625
467,455.07672,11.92327880859375
460,431.20374,28.7962646484375
280,276.93375,3.066253662109375
300,289.96646,10.033538818359375
370,392.723,-22.722991943359375
306,292.04868,13.951324462890625
252,256.63364,-4.633636474609375
224,235.95055,-11.950546264648438
388,402.80148,-14.801483154296875
367,356.3769,10.62310791015625
353,364.94965,-11.94964599609375
347,348.2644,-1.264404296875
481,462.16385,18.836151123046875
411,399.3687,11.63128662109375
358,361.8875,-3.88751220703125
397,373.1064,23.893585205078125
463,417.47153,45.528472900390625
224,223.23112,0.7688751220703125
370,370.765,-0.7650146484375
353,360.29922,-7.299224853515625
360,369.26874,-9.26873779296875
382,369.9238,12.076202392578125
396,390.20758,5.79241943359375
367,352.57822,14.421783447265625
390,385.86682,4.1331787109375
384,364.17828,19.82171630859375
367,369.952,-2.951995849609375
242,278.86935,-36.869354248046875
305,321.33148,-16.33148193359375
401,400.4955,0.504486083984375
382,382.96637,-0.96636962890625
255,253.41348,1.586517333984375
356,346.31482,9.6851806640625
338,360.2125,-22.212493896484375
474,472.32184,1.67816162109375
361,341.92288,19.077117919921875
356,349.09756,6.902435302734375
227,224.68193,2.3180694580078125
345,334.84232,10.157684326171875
388,368.37476,19.625244140625
429,411.0589,17.94110107421875
389,402.51,-13.510009765625
340,340.77405,-0.7740478515625
347,348.2196,-1.2196044921875
271,273.2907,-2.29071044921875
301,311.20013,-10.20013427734375
316,338.36115,-22.36114501953125
300,293.00623,6.9937744140625
345,341.2014,3.798614501953125
396,376.41763,19.582366943359375
463,416.83862,46.161376953125
396,364.4714,31.528594970703125
411,401.8766,9.1234130859375
407,395.9429,11.057098388671875
396,374.40942,21.590576171875
370,373.16064,-3.16064453125
376,373.366,2.634002685546875
370,373.39023,-3.390228271484375
355,361.72113,-6.72113037109375
358,345.6966,12.30340576171875
347,330.32495,16.675048828125
350,354.44342,-4.44342041015625
396,395.95984,0.0401611328125
463,441.978,21.022003173828125
329,335.40265,-6.40264892578125
359,359.7452,-0.745208740234375
340,322.70148,17.29852294921875
320,339.06155,-19.061553955078125
306,309.84546,-3.845458984375
552,543.1302,8.86981201171875
427,425.4455,1.55450439453125
354,382.26712,-28.267120361328125
328,327.37863,0.621368408203125
429,412.16022,16.83978271484375
469,465.00873,3.99127197265625
351,362.04443,-11.04443359375
