Peso Real,Peso Predito,Diferença
351,349.50897,1.49102783203125
382,358.12228,23.877716064453125
355,352.03632,2.96368408203125
408,370.95065,37.049346923828125
376,380.81592,-4.81591796875
224,230.97713,-6.9771270751953125
382,377.64563,4.3543701171875
355,353.15973,1.84027099609375
345,355.2322,-10.232208251953125
382,380.22406,1.77593994140625
231,237.57516,-6.575164794921875
227,246.50105,-19.501052856445312
376,377.6828,-1.68280029296875
228,256.8775,-28.87750244140625
245,252.90002,-7.9000244140625
379,378.38947,0.61053466796875
353,363.52896,-10.528961181640625
231,227.13245,3.8675537109375
356,349.39105,6.60894775390625
341,336.99008,4.009918212890625
496,483.60934,12.390655517578125
399,382.03714,16.962860107421875
223,233.18527,-10.185272216796875
389,377.79385,11.206146240234375
392,387.3423,4.65771484375
347,338.59555,8.404449462890625
411,403.07303,7.926971435546875
280,273.88196,6.1180419921875
302,302.24533,-0.245330810546875
316,326.00522,-10.005218505859375
350,350.16467,-0.1646728515625
319,336.74664,-17.74664306640625
340,321.71762,18.282379150390625
403,405.74136,-2.741363525390625
226,219.23193,6.76806640625
427,410.68167,16.318328857421875
324,313.0782,10.92181396484375
382,390.91742,-8.91741943359375
407,395.51666,11.48333740234375
356,338.26822,17.731781005859375
338,345.47055,-7.470550537109375
340,365.9963,-25.996307373046875
390,363.81027,26.189727783203125
384,403.78683,-19.786834716796875
376,381.58908,-5.589080810546875
382,375.32587,6.67413330078125
262,245.12912,16.870880126953125
338,358.58582,-20.5858154296875
360,371.96735,-11.96734619140625
382,392.835,-10.834991455078125
370,380.14105,-10.14105224609375
328,322.75183,5.2481689453125
224,234.38033,-10.380325317382812
390,366.04166,23.958343505859375
352,350.48148,1.518524169921875
469,463.98123,5.018768310546875
389,366.8919,22.10809326171875
242,236.93457,5.0654296875
339,342.66193,-3.66192626953125
552,497.0434,54.95660400390625
382,363.91388,18.08612060546875
382,391.54163,-9.5416259765625
376,369.00626,6.993743896484375
228,247.30263,-19.302627563476562
271,260.5144,10.485595703125
353,355.9823,-2.9822998046875
463,432.01837,30.98162841796875
389,407.1297,-18.12969970703125
440,440.2594,-0.2593994140625
481,431.1844,49.81561279296875
353,362.61646,-9.616455078125
271,264.7121,6.28790283203125
349,373.64102,-24.641021728515625
407,404.48108,2.5189208984375
356,358.90778,-2.90777587890625
390,378.5252,11.47479248046875
315,331.0047,-16.00469970703125
295,320.46075,-25.46075439453125
396,389.43918,6.560821533203125
302,308.3229,-6.322906494140625
289,353.3453,-64.34530639648438
418,387.6503,30.349700927734375
340,339.24203,0.757965087890625
423,425.50647,-2.5064697265625
341,350.60022,-9.6002197265625
339,357.63464,-18.6346435546875
379,382.05173,-3.051727294921875
280,284.58774,-4.587738037109375
